sku,name,description,category,price,stock,rating,image_url
SKU-07231,StellarTech Synthetic Phone Mount,"Synthetic phone mount from StellarTech. Premium quality, designed for everyday use.",Automotive,461.69,30,4.6,https://picsum.photos/seed/SKU-07231/400/400
SKU-06377,LuminLab Vet-Approved Grooming Brush,"Vet-Approved grooming brush from LuminLab. Premium quality, designed for everyday use.",Pet Supplies,90.82,123,4.9,https://picsum.photos/seed/SKU-06377/400/400
SKU-01527,VergeOriginals Stretch Jeans,"Stretch jeans from VergeOriginals. Premium quality, designed for everyday use.",Clothing,218.91,35,3.3,https://picsum.photos/seed/SKU-01527/400/400
SKU-08483,RidgeCo Magnetic Hammer,"Magnetic hammer from RidgeCo. Premium quality, designed for everyday use.",Tools & Hardware,26.98,19,4.5,https://picsum.photos/seed/SKU-08483/400/400
SKU-00520,ApexSupply Portable Earbuds,"Portable earbuds from ApexSupply. Premium quality, designed for everyday use.",Electronics,107.87,227,3.4,https://picsum.photos/seed/SKU-00520/400/400
SKU-01214,LoomStudio Essential Guide,"Essential guide from LoomStudio. Premium quality, designed for everyday use.",Books,46.28,267,4.8,https://picsum.photos/seed/SKU-01214/400/400
SKU-00496,OnyxBrand Smart Drone,"Smart drone from OnyxBrand. Premium quality, designed for everyday use.",Electronics,784.28,94,4.4,https://picsum.photos/seed/SKU-00496/400/400
SKU-07206,LoomCo All-Weather Floor Mats,"All-Weather floor mats from LoomCo. Premium quality, designed for everyday use.",Automotive,331.25,17,4.6,https://picsum.photos/seed/SKU-07206/400/400
SKU-07129,HaloOriginals Anti-Corrosion Engine Oil,"Anti-Corrosion engine oil from HaloOriginals. Premium quality, designed for everyday use.",Automotive,404.29,74,4.9,https://picsum.photos/seed/SKU-07129/400/400
SKU-04046,CrestStudio Travel-Size Lotion,"Travel-Size lotion from CrestStudio. Premium quality, designed for everyday use.",Beauty,45.99,151,3.0,https://picsum.photos/seed/SKU-04046/400/400
SKU-03581,LuminTech Glow-in-the-Dark RC Car,"Glow-in-the-Dark rc car from LuminTech. Premium quality, designed for everyday use.",Toys & Games,70.13,277,4.4,https://picsum.photos/seed/SKU-03581/400/400
SKU-01040,HyperTech Complete Cookbook,"Complete cookbook from HyperTech. Premium quality, designed for everyday use.",Books,57.18,188,3.7,https://picsum.photos/seed/SKU-01040/400/400
SKU-03009,CrestGoods Waterproof Backpack,"Waterproof backpack from CrestGoods. Premium quality, designed for everyday use.",Sports & Outdoors,1167.61,155,5.0,https://picsum.photos/seed/SKU-03009/400/400
SKU-09992,CrestBrand Travel-Size Pedal Board,"Travel-Size pedal board from CrestBrand. Premium quality, designed for everyday use.",Music,359.39,6,5.0,https://picsum.photos/seed/SKU-09992/400/400
SKU-02441,EliteGoods Non-Stick Vacuum,"Non-Stick vacuum from EliteGoods. Premium quality, designed for everyday use.",Home & Kitchen,115.72,214,3.4,https://picsum.photos/seed/SKU-02441/400/400
SKU-05215,QuillLab Gluten-Free Hot Sauce,"Gluten-Free hot sauce from QuillLab. Premium quality, designed for everyday use.",Grocery,47.25,206,3.5,https://picsum.photos/seed/SKU-05215/400/400
SKU-04951,AeroBrand Sun-Dried Granola,"Sun-Dried granola from AeroBrand. Premium quality, designed for everyday use.",Grocery,18.65,192,4.2,https://picsum.photos/seed/SKU-04951/400/400
SKU-03277,ApexGoods Adjustable Bike Helmet,"Adjustable bike helmet from ApexGoods. Premium quality, designed for everyday use.",Sports & Outdoors,1445.37,14,3.4,https://picsum.photos/seed/SKU-03277/400/400
SKU-08064,StellarLab Insulated Pliers,"Insulated pliers from StellarLab. Premium quality, designed for everyday use.",Tools & Hardware,394.09,130,3.4,https://picsum.photos/seed/SKU-08064/400/400
SKU-04770,HyperWorks Organic Granola,"Organic granola from HyperWorks. Premium quality, designed for everyday use.",Grocery,14.55,513,4.0,https://picsum.photos/seed/SKU-04770/400/400
SKU-06242,LoomStudio Lightweight Chew Toy,"Lightweight chew toy from LoomStudio. Premium quality, designed for everyday use.",Pet Supplies,35.30,12,4.8,https://picsum.photos/seed/SKU-06242/400/400
SKU-01874,PulseWorks Vintage Dress,"Vintage dress from PulseWorks. Premium quality, designed for everyday use.",Clothing,122.04,115,4.5,https://picsum.photos/seed/SKU-01874/400/400
SKU-09748,ApexOriginals Travel-Size Microphone,"Travel-Size microphone from ApexOriginals. Premium quality, designed for everyday use.",Music,1162.98,72,4.6,https://picsum.photos/seed/SKU-09748/400/400
SKU-07734,LoomBrand Extra-Strength Fish Oil,"Extra-Strength fish oil from LoomBrand. Premium quality, designed for everyday use.",Health,12.27,256,4.6,https://picsum.photos/seed/SKU-07734/400/400
SKU-00988,VergeEdition Modern Cookbook,"Modern cookbook from VergeEdition. Premium quality, designed for everyday use.",Books,42.31,282,4.8,https://picsum.photos/seed/SKU-00988/400/400
SKU-01183,RidgeCo Modern Journal,"Modern journal from RidgeCo. Premium quality, designed for everyday use.",Books,29.34,404,3.0,https://picsum.photos/seed/SKU-01183/400/400
SKU-05376,VergeEdition Smooth-Glide Desk Lamp,"Smooth-Glide desk lamp from VergeEdition. Premium quality, designed for everyday use.",Office Supplies,27.41,115,4.1,https://picsum.photos/seed/SKU-05376/400/400
SKU-09449,CrestOriginals Vintage Guitar Strings,"Vintage guitar strings from CrestOriginals. Premium quality, designed for everyday use.",Music,332.20,52,3.9,https://picsum.photos/seed/SKU-09449/400/400
SKU-05762,LuminTech Recycled Pen Set,"Recycled pen set from LuminTech. Premium quality, designed for everyday use.",Office Supplies,166.40,249,4.5,https://picsum.photos/seed/SKU-05762/400/400
SKU-05945,StellarStudio Heavy-Duty Stapler,"Heavy-Duty stapler from StellarStudio. Premium quality, designed for everyday use.",Office Supplies,196.26,89,4.9,https://picsum.photos/seed/SKU-05945/400/400
SKU-03438,CrestWorks Mini RC Car,"Mini rc car from CrestWorks. Premium quality, designed for everyday use.",Toys & Games,16.22,181,4.6,https://picsum.photos/seed/SKU-03438/400/400
SKU-09286,QuillEdition Heavy-Duty Patio Set,"Heavy-Duty patio set from QuillEdition. Premium quality, designed for everyday use.",Garden,581.67,186,3.8,https://picsum.photos/seed/SKU-09286/400/400
SKU-05676,EliteCo Premium Mouse Pad,"Premium mouse pad from EliteCo. Premium quality, designed for everyday use.",Office Supplies,3.76,161,4.7,https://picsum.photos/seed/SKU-05676/400/400
SKU-00655,LuminWorks Smart Hub,"Smart hub from LuminWorks. Premium quality, designed for everyday use.",Electronics,686.13,294,4.3,https://picsum.photos/seed/SKU-00655/400/400
SKU-08819,PulseTech Solar-Powered Seed Pack,"Solar-Powered seed pack from PulseTech. Premium quality, designed for everyday use.",Garden,320.60,180,4.6,https://picsum.photos/seed/SKU-08819/400/400
SKU-05975,AeroTech Pocket Folder Pack,"Pocket folder pack from AeroTech. Premium quality, designed for everyday use.",Office Supplies,65.32,251,3.7,https://picsum.photos/seed/SKU-05975/400/400
SKU-07400,VortexStudio Extra-Strength Probiotic,"Extra-Strength probiotic from VortexStudio. Premium quality, designed for everyday use.",Health,66.22,324,4.3,https://picsum.photos/seed/SKU-07400/400/400
SKU-02522,ApexCo Multi-Use Blender,"Multi-Use blender from ApexCo. Premium quality, designed for everyday use.",Home & Kitchen,470.67,206,4.3,https://picsum.photos/seed/SKU-02522/400/400
SKU-04907,PulseTech Stone-Ground Quinoa,"Stone-Ground quinoa from PulseTech. Premium quality, designed for everyday use.",Grocery,18.02,81,4.6,https://picsum.photos/seed/SKU-04907/400/400
SKU-09899,AeroWorks Beginner-Friendly MIDI Controller,"Beginner-Friendly midi controller from AeroWorks. Premium quality, designed for everyday use.",Music,1505.01,87,4.4,https://picsum.photos/seed/SKU-09899/400/400
SKU-08417,QuillStudio Magnetic Saw Blade,"Magnetic saw blade from QuillStudio. Premium quality, designed for everyday use.",Tools & Hardware,251.28,176,4.8,https://picsum.photos/seed/SKU-08417/400/400
SKU-07868,StellarLab Lab-Tested Magnesium,"Lab-Tested magnesium from StellarLab. Premium quality, designed for everyday use.",Health,70.47,174,3.5,https://picsum.photos/seed/SKU-07868/400/400
SKU-02576,HyperBrand Stainless-Steel Air Fryer,"Stainless-Steel air fryer from HyperBrand. Premium quality, designed for everyday use.",Home & Kitchen,54.74,248,4.5,https://picsum.photos/seed/SKU-02576/400/400
SKU-04837,EliteEdition Fair-Trade Honey,"Fair-Trade honey from EliteEdition. Premium quality, designed for everyday use.",Grocery,14.76,454,4.8,https://picsum.photos/seed/SKU-04837/400/400
SKU-09558,HaloGoods Dual-Driver Guitar Strings,"Dual-Driver guitar strings from HaloGoods. Premium quality, designed for everyday use.",Music,2173.78,65,4.8,https://picsum.photos/seed/SKU-09558/400/400
SKU-05714,LoomEdition Standard Stapler,"Standard stapler from LoomEdition. Premium quality, designed for everyday use.",Office Supplies,79.06,398,4.5,https://picsum.photos/seed/SKU-05714/400/400
SKU-04100,QuillCo Anti-Aging Serum,"Anti-Aging serum from QuillCo. Premium quality, designed for everyday use.",Beauty,60.13,36,3.0,https://picsum.photos/seed/SKU-04100/400/400
SKU-09793,VergeTech Beginner-Friendly Microphone,"Beginner-Friendly microphone from VergeTech. Premium quality, designed for everyday use.",Music,355.35,49,4.6,https://picsum.photos/seed/SKU-09793/400/400
SKU-04130,HyperBrand Hydrating Cleanser,"Hydrating cleanser from HyperBrand. Premium quality, designed for everyday use.",Beauty,31.23,70,3.8,https://picsum.photos/seed/SKU-04130/400/400
SKU-09648,RidgeTech Compact Keyboard,"Compact keyboard from RidgeTech. Premium quality, designed for everyday use.",Music,1075.76,24,3.3,https://picsum.photos/seed/SKU-09648/400/400
SKU-09475,VergeStudio Dual-Driver Ukulele,"Dual-Driver ukulele from VergeStudio. Premium quality, designed for everyday use.",Music,366.57,69,4.9,https://picsum.photos/seed/SKU-09475/400/400
SKU-04554,ForgeCo Daily-Use Sunscreen,"Daily-Use sunscreen from ForgeCo. Premium quality, designed for everyday use.",Beauty,108.30,160,3.4,https://picsum.photos/seed/SKU-04554/400/400
SKU-08370,AeroBrand 20V Screwdriver Kit,"20V screwdriver kit from AeroBrand. Premium quality, designed for everyday use.",Tools & Hardware,8.92,169,4.9,https://picsum.photos/seed/SKU-08370/400/400
SKU-00318,LoomTech Pro Tablet,"Pro tablet from LoomTech. Premium quality, designed for everyday use.",Electronics,832.99,156,3.7,https://picsum.photos/seed/SKU-00318/400/400
SKU-05833,PulseSupply Premium Paper Shredder,"Premium paper shredder from PulseSupply. Premium quality, designed for everyday use.",Office Supplies,93.22,323,4.7,https://picsum.photos/seed/SKU-05833/400/400
SKU-09686,PulseStudio Mahogany Keyboard,"Mahogany keyboard from PulseStudio. Premium quality, designed for everyday use.",Music,1046.52,26,4.6,https://picsum.photos/seed/SKU-09686/400/400
SKU-01789,ApexCo Organic Belt,"Organic belt from ApexCo. Premium quality, designed for everyday use.",Clothing,69.02,320,3.8,https://picsum.photos/seed/SKU-01789/400/400
SKU-07000,ForgeSupply Long-Lasting Engine Oil,"Long-Lasting engine oil from ForgeSupply. Premium quality, designed for everyday use.",Automotive,289.51,73,4.2,https://picsum.photos/seed/SKU-07000/400/400
SKU-03050,EliteWorks Pro-Grade Bike Helmet,"Pro-Grade bike helmet from EliteWorks. Premium quality, designed for everyday use.",Sports & Outdoors,1405.81,173,3.1,https://picsum.photos/seed/SKU-03050/400/400
SKU-01525,VortexStudio Athletic Jacket,"Athletic jacket from VortexStudio. Premium quality, designed for everyday use.",Clothing,23.41,90,3.2,https://picsum.photos/seed/SKU-01525/400/400
SKU-08011,LoomOriginals Forged Screwdriver Kit,"Forged screwdriver kit from LoomOriginals. Premium quality, designed for everyday use.",Tools & Hardware,391.58,46,4.3,https://picsum.photos/seed/SKU-08011/400/400
SKU-05996,HaloWorks Quick-Dry Notebook,"Quick-Dry notebook from HaloWorks. Premium quality, designed for everyday use.",Office Supplies,71.66,370,4.2,https://picsum.photos/seed/SKU-05996/400/400
SKU-07860,PulseGoods Extra-Strength Magnesium,"Extra-Strength magnesium from PulseGoods. Premium quality, designed for everyday use.",Health,55.09,129,3.8,https://picsum.photos/seed/SKU-07860/400/400
SKU-01103,ForgeEdition Illustrated Novel,"Illustrated novel from ForgeEdition. Premium quality, designed for everyday use.",Books,8.65,225,4.2,https://picsum.photos/seed/SKU-01103/400/400
SKU-02372,HyperTech Cordless Mixer,"Cordless mixer from HyperTech. Premium quality, designed for everyday use.",Home & Kitchen,245.06,44,3.0,https://picsum.photos/seed/SKU-02372/400/400
SKU-06627,LoomTech Durable Chew Toy,"Durable chew toy from LoomTech. Premium quality, designed for everyday use.",Pet Supplies,292.31,102,3.9,https://picsum.photos/seed/SKU-06627/400/400
SKU-01764,OnyxStudio Lightweight Cap,"Lightweight cap from OnyxStudio. Premium quality, designed for everyday use.",Clothing,146.64,84,4.9,https://picsum.photos/seed/SKU-01764/400/400
SKU-02746,PulseSupply Pro-Grade Dumbbell Set,"Pro-Grade dumbbell set from PulseSupply. Premium quality, designed for everyday use.",Sports & Outdoors,1266.82,68,3.5,https://picsum.photos/seed/SKU-02746/400/400
SKU-06217,HaloLab Interactive Chew Toy,"Interactive chew toy from HaloLab. Premium quality, designed for everyday use.",Pet Supplies,81.79,188,4.3,https://picsum.photos/seed/SKU-06217/400/400
SKU-04875,QuillGoods Roasted Almonds,"Roasted almonds from QuillGoods. Premium quality, designed for everyday use.",Grocery,11.75,167,4.1,https://picsum.photos/seed/SKU-04875/400/400
SKU-09351,LoomWorks Travel-Size Microphone,"Travel-Size microphone from LoomWorks. Premium quality, designed for everyday use.",Music,940.45,93,3.1,https://picsum.photos/seed/SKU-09351/400/400
SKU-06697,ForgeEdition Compact Phone Mount,"Compact phone mount from ForgeEdition. Premium quality, designed for everyday use.",Automotive,493.15,151,4.1,https://picsum.photos/seed/SKU-06697/400/400
SKU-05524,LuminStudio Pocket Notebook,"Pocket notebook from LuminStudio. Premium quality, designed for everyday use.",Office Supplies,29.31,197,4.1,https://picsum.photos/seed/SKU-05524/400/400
SKU-00922,QuillCo Pocket Memoir,"Pocket memoir from QuillCo. Premium quality, designed for everyday use.",Books,42.00,435,3.1,https://picsum.photos/seed/SKU-00922/400/400
SKU-09445,CrestStudio Compact Ukulele,"Compact ukulele from CrestStudio. Premium quality, designed for everyday use.",Music,1911.45,22,3.1,https://picsum.photos/seed/SKU-09445/400/400
SKU-04090,StellarCo Fragrance-Free Moisturizer,"Fragrance-Free moisturizer from StellarCo. Premium quality, designed for everyday use.",Beauty,138.94,163,3.2,https://picsum.photos/seed/SKU-04090/400/400
SKU-08038,ApexSupply Heavy-Duty Workbench,"Heavy-Duty workbench from ApexSupply. Premium quality, designed for everyday use.",Tools & Hardware,575.52,173,4.6,https://picsum.photos/seed/SKU-08038/400/400
SKU-05806,NovaLab Premium Mouse Pad,"Premium mouse pad from NovaLab. Premium quality, designed for everyday use.",Office Supplies,24.17,104,3.6,https://picsum.photos/seed/SKU-05806/400/400
SKU-07749,VergeCo Time-Release Protein Powder,"Time-Release protein powder from VergeCo. Premium quality, designed for everyday use.",Health,43.50,308,3.3,https://picsum.photos/seed/SKU-07749/400/400
SKU-02440,LoomLab Eco-Friendly Mixing Bowl,"Eco-Friendly mixing bowl from LoomLab. Premium quality, designed for everyday use.",Home & Kitchen,294.97,165,3.6,https://picsum.photos/seed/SKU-02440/400/400
SKU-04086,NovaBrand Fragrance-Free Toner,"Fragrance-Free toner from NovaBrand. Premium quality, designed for everyday use.",Beauty,46.55,313,3.5,https://picsum.photos/seed/SKU-04086/400/400
SKU-09430,LoomEdition Vintage Keyboard,"Vintage keyboard from LoomEdition. Premium quality, designed for everyday use.",Music,1278.08,36,4.5,https://picsum.photos/seed/SKU-09430/400/400
SKU-05178,ZenithWorks Cold-Pressed Almonds,"Cold-Pressed almonds from ZenithWorks. Premium quality, designed for everyday use.",Grocery,48.96,423,3.2,https://picsum.photos/seed/SKU-05178/400/400
SKU-06991,RidgeStudio Synthetic Dash Cam,"Synthetic dash cam from RidgeStudio. Premium quality, designed for everyday use.",Automotive,332.31,57,3.7,https://picsum.photos/seed/SKU-06991/400/400
SKU-05096,VergeLab Fair-Trade Olive Oil,"Fair-Trade olive oil from VergeLab. Premium quality, designed for everyday use.",Grocery,15.06,585,4.7,https://picsum.photos/seed/SKU-05096/400/400
SKU-01146,PulseOriginals Modern Anthology,"Modern anthology from PulseOriginals. Premium quality, designed for everyday use.",Books,7.63,49,4.8,https://picsum.photos/seed/SKU-01146/400/400
